ID;Award;Artist;Title;Certification date;Label;Format;Release date;Category;Type;Certified Units;Genre
81543;Diamond;TOM PETTY & THE HEARTBREAKERS;GREATEST HITS;September 30, 1996;INTERSCOPE;ALBUMMORE DETAILS ;November 16, 1993; None;Standard;12 Million ;ROCK
76083;Platinum;A TRIBE CALLED QUEST;BEATS, RHYMES & LIFE;September 30, 1996;JIVE;ALBUMMORE DETAILS ;July 30, 1996;GROUP;Standard;1 Million ; None
93457;Gold;ISAAC HAYES;THEME FROM SHAFT;September 30, 1996;ENTERPRISE;SINGLEMORE DETAILS ;September 1, 1971;SOLO;Standard;0.5 Million ; None
92695;Gold;LOREENA MC KENNITT;THE MASK AND MIRROR;September 30, 1996;WARNER BROS.;ALBUMMORE DETAILS ;March 22, 1994;SOLO;Standard;0.5 Million ; None
90475;Gold;BOOKER T. & THE MG'S;SOUL LIMBO;September 30, 1996;STAX;SINGLEMORE DETAILS ;May 1, 1966;GROUP;Standard;0.5 Million ; None
86366;Gold;CREEDENCE CLEARWATER REVIVAL;MORE CREEDENCE GOLD;September 30, 1996;FANTASY;ALBUMMORE DETAILS ;July 1, 1973;GROUP;Standard;0.5 Million ; None
94866;Gold;RUFUS THOMAS;WALKING THE DOG;September 30, 1996;STAX;SINGLEMORE DETAILS ;September 1, 1963;SOLO;Standard;0.5 Million ; None
92033;Platinum;CREEDENCE CLEARWATER REVIVAL;THE CONCERT;September 30, 1996;FANTASY;ALBUMMORE DETAILS ;January 12, 1981;GROUP;Standard;1 Million ; None
84510;Platinum;KENNY WAYNE SHEPHERD;LEDBETTER HEIGHTS;September 30, 1996;GIANT;ALBUMMORE DETAILS ;September 19, 1995;SOLO;Standard;1 Million ; None
82616;Gold;CREEDENCE CLEARWATER REVIVAL;HOT STUFF;September 30, 1996;FANTASY;ALBUMMORE DETAILS ;December 1, 1987;GROUP;Standard;0.5 Million ; None
95600;Gold;STABBING WESTWARD;WITHER BLISTER BURN & PEEL;September 27, 1996;COLUMBIA;ALBUMMORE DETAILS ;January 10, 1996;GROUP;Standard;0.5 Million ; None
77488;Platinum;ALABAMA;CHEAP SEATS;September 26, 1996;RCA;ALBUMMORE DETAILS ;October 12, 1993;GROUP;Standard;1 Million ; None
89939;Gold;SILK;SILK;September 25, 1996;ELEKTRA;ALBUMMORE DETAILS ;October 30, 1995;GROUP;Standard;0.5 Million ; None
94475;Platinum;ALICE IN CHAINS;UNPLUGGED;September 23, 1996;COLUMBIA;ALBUMMORE DETAILS ;July 17, 1996;GROUP;Standard;1 Million ; None
92588;Gold;JIM REEVES;THE LEGENDARY JIM REEVES;September 20, 1996;RCA;ALBUMMORE DETAILS ;November 1, 1988;SOLO;Standard;0.5 Million ; None
91230;Platinum;LA BOUCHE;SWEET DREAMS;September 20, 1996;RCA;ALBUMMORE DETAILS ;January 16, 1996;GROUP;Standard;1 Million ; None
83327;Platinum;ALABAMA;IN PICTURES;September 20, 1996;RCA;ALBUMMORE DETAILS ;August 15, 1995;GROUP;Standard;1 Million ; None
86900;Platinum;S.W.V.;NEW BEGINNING;September 20, 1996;RCA;ALBUMMORE DETAILS ;April 23, 1996;GROUP;Standard;1 Million ; None
73915;Platinum;GEORGE STRAIT;# 7;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;May 19, 1986;SOLO;Standard;1 Million ; None
83432;Platinum;PAUL REVERE & THE RAIDERS;INDIAN RESERVATION;September 19, 1996;COLUMBIA;SINGLEMORE DETAILS ;February 1, 1971;GROUP;Standard;1 Million ; None
86083;Platinum;GEORGE STRAIT;MERRY CHRISTMAS STRAIT TO YOU;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;September 8, 1986;SOLO;Standard;2 Million ; None
81681;Platinum;GEORGE STRAIT;GREATEST HITS VOLUME II;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;September 8, 1987;SOLO;Standard;3 Million ; None
86088;Platinum;REBA MC ENTIRE;MERRY CHRISTMAS TO YOU;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;September 7, 1987;SOLO;Standard;2 Million ; None
74363;Platinum;SOUNDTRACK;8 SECONDS;September 19, 1996;MCA;ALBUMMORE DETAILS ;January 18, 1994; None;Standard;1 Million ; None
90329;Platinum;GEORGE STRAIT;SOMETHING SPECIAL;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;September 3, 1985;SOLO;Standard;1 Million ; None
91469;Platinum;GEORGE STRAIT;TEN STRAIT HITS;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;December 31, 1991;SOLO;Standard;1 Million ; None
81477;Diamond;PATSY CLINE;GREATEST HITS;September 19, 1996;MCA;ALBUMMORE DETAILS ;February 14, 1973;SOLO;Standard;10 Million ; None
87417;Platinum;GEORGE STRAIT;OCEAN FRONT PROPERTY;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;January 12, 1987;SOLO;Standard;2 Million ; None
82441;Platinum;GEORGE STRAIT;HOLDING MY OWN;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;April 21, 1992;SOLO;Standard;1 Million ; None
90235;Gold;VARIOUS;SO SO DEF BASS ALL-STARS;September 19, 1996;SO SO DEF/COLUMBIA;ALBUMMORE DETAILS ;May 22, 1996; None;Standard;0.5 Million ; None
95205;Platinum;VINCE GILL;WHEN I CALL YOUR NAME;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;November 14, 1989;SOLO;Standard;2 Million ; None
82965;Platinum;VINCE GILL;I STILL BELIEVE IN YOU;September 19, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;September 1, 1992;SOLO;Standard;5 Million ; None
85329;Gold;JANN ARDEN;LIVING UNDER JUNE;September 18, 1996;A&M;ALBUMMORE DETAILS ;February 28, 1996;SOLO;Standard;0.5 Million ; None
83037;Platinum;MASTER P;ICE CREAM MAN;September 18, 1996;NO LIMIT/PRIORITY;ALBUMMORE DETAILS ;April 1, 1996;SOLO;Standard;1 Million ; None
85136;Platinum;BLUES TRAVELER;LIVE FROM THE FALL;September 18, 1996;A&M;ALBUMMORE DETAILS ;July 2, 1996;GROUP;Standard;1 Million ; None
100966;Platinum;JAY-Z;REASONABLE DOUBT;September 18, 1996;ROC-A-FELLA/PRIORITY;ALBUMMORE DETAILS ;June 1, 1996;SOLO;Standard;1 Million ; None
85940;Platinum;MAXWELL;MAXWELL'S URBAN HANG SUITE;September 17, 1996;COLUMBIA;ALBUMMORE DETAILS ;March 20, 1996;SOLO;Standard;2 Million ; None
92993;Platinum;FUGEES;THE SCORE;September 17, 1996;RUFFHOUSE/COLUMBIA;ALBUMMORE DETAILS ;January 31, 1996;GROUP;Standard;6 Million ; None
79459;Gold;OUTKAST;ELEVATORS;September 13, 1996;LAFACE;SINGLEMORE DETAILS ;July 5, 1996;GROUP;Standard;0.5 Million ; None
83667;Gold;DIAMOND RIO;IV;September 13, 1996;ARISTA;ALBUMMORE DETAILS ;February 27, 1996;GROUP;Standard;0.5 Million ; None
76976;Diamond;KENNY G;BREATHLESS;September 13, 1996;ARISTA;ALBUMMORE DETAILS ;November 17, 1992;SOLO;Standard;12 Million ; None
93394;Diamond;SHANIA TWAIN;THE WOMAN IN ME;September 13, 1996;MERCURY NASHVILLE;ALBUMMORE DETAILS ;February 7, 1995;SOLO;Standard;12 Million ; None
86496;Platinum;L.L. COOL J;MR. SMITH;September 13, 1996;DEF JAM/POLYGRAM;ALBUMMORE DETAILS ;November 21, 1995;SOLO;Standard;2 Million ; None
74264;Platinum;311;311;September 13, 1996;CAPRICORN;ALBUMMORE DETAILS ;January 1, 1996;GROUP;Standard;3 Million ; None
77434;Gold;ERIC CLAPTON;CHANGE THE WORLD;September 12, 1996;REPRISE;SINGLEMORE DETAILS ;June 25, 1996;SOLO;Standard;0.5 Million ; None
87377;Platinum;HEAVY D & THE BOYZ;NUTTIN' BUT LOVE;September 12, 1996;UPTOWN;ALBUMMORE DETAILS ;May 24, 1994;GROUP;Standard;1 Million ; None
82833;Platinum;R. KELLY;I CAN'T SLEEP;September 12, 1996;JIVE;SINGLEMORE DETAILS ;June 21, 1996;SOLO;Standard;1 Million ; None
80834;Platinum;QUAD CITY DJ'S;GET ON UP AND DANCE;September 11, 1996;BIG BEAT;ALBUMMORE DETAILS ;June 3, 1996;GROUP;Standard;1 Million ; None
82768;Platinum;CLAY WALKER;HYPNOTIZE THE MOON;September 11, 1996;GIANT;ALBUMMORE DETAILS ;October 17, 1995;SOLO;Standard;1 Million ; None
88024;Platinum;SOUNDTRACK;PHENOMENON;September 11, 1996;REPRISE;ALBUMMORE DETAILS ;July 2, 1996; None;Standard;1 Million ; None
82974;Platinum;COLLIN RAYE;I THINK ABOUT YOU;September 11, 1996;EPIC NASHVILLE;ALBUMMORE DETAILS ;August 11, 1995;SOLO;Standard;1 Million ; None
83593;Platinum;NAS;IT WAS WRITTEN;September 6, 1996;COLUMBIA;ALBUMMORE DETAILS ;June 28, 1996;SOLO;Standard;2 Million ; None
92287;Gold;CRUCIAL CONFLICT;THE FINAL TIC;September 4, 1996;PALLAS/UNIVERSAL;ALBUMMORE DETAILS ;July 2, 1996;GROUP;Standard;0.5 Million ; None
83774;Platinum;JARS OF CLAY;JARS OF CLAY;September 4, 1996;SILVERTONE;ALBUMMORE DETAILS ;October 24, 1995;GROUP;Standard;2 Million ; None
94833;Platinum;SOUNDTRACK;WAITING TO EXHALE;September 4, 1996;ARISTA;ALBUMMORE DETAILS ;November 14, 1995; None;Standard;7 Million ; None
85476;Platinum;L.L. COOL J;LOUNGIN';August 29, 1996;RUSH ASSOCIATED LABELS;SINGLEMORE DETAILS ;June 25, 1996;SOLO;Standard;1 Million ; None
77919;Platinum;COLLECTIVE SOUL;COLLECTIVE SOUL;August 28, 1996;ATLANTIC;ALBUMMORE DETAILS ;February 27, 1995;GROUP;Standard;3 Million ; None
77861;Gold;VARIOUS;CLUB MIX '96, VOLUME 1;August 27, 1996;COLDFRONT;ALBUMMORE DETAILS ;January 1, 1996; None;Standard;0.5 Million ; None
80961;Platinum;TRACY CHAPMAN;GIVE ME ONE REASON;August 27, 1996;ELEKTRA;SINGLEMORE DETAILS ;March 7, 1996;SOLO;Standard;1 Million ; None
82929;Gold;DONNA LEWIS;I LOVE YOU ALWAYS FOREVER;August 27, 1996;ATLANTIC;SINGLEMORE DETAILS ;April 25, 1996;SOLO;Standard;0.5 Million ; None
86902;Platinum;TRACY CHAPMAN;NEW BEGINNING;August 27, 1996;ELEKTRA;ALBUMMORE DETAILS ;October 30, 1995;SOLO;Standard;5 Million ; None
89204;Gold;PRIMITIVE RADIO GODS;ROCKET;August 23, 1996;COLUMBIA;ALBUMMORE DETAILS ;June 14, 1996;GROUP;Standard;0.5 Million ; None
86018;Diamond;SMASHING PUMPKINS;MELLON COLLIE AND THE INFINITE SADNESS;August 22, 1996;VIRGIN;ALBUMMORE DETAILS ;October 24, 1995;GROUP;Standard;10 Million ; None
76869;Platinum;TORI AMOS;BOYS FOR PELE;August 21, 1996;ATLANTIC;ALBUMMORE DETAILS ;January 8, 1996;SOLO;Standard;1 Million ; None
87429;Platinum;BECK;ODELAY;August 21, 1996;DGC;ALBUMMORE DETAILS ;June 18, 1996;GROUP;Standard;2 Million ; None
87485;Platinum;GEORGE MICHAEL;OLDER;August 21, 1996;DREAMWORKS;ALBUMMORE DETAILS ;May 14, 1996;SOLO;Standard;1 Million ; None
79448;Gold;BUTTHOLE SURFERS;ELECTRICLARRYLAND;August 20, 1996;CAPITOL;ALBUMMORE DETAILS ;May 14, 1996;GROUP;Standard;0.5 Million ; None
82728;Platinum;SOUNDTRACK;HUNCHBACK OF NOTRE DAME;August 19, 1996;WALT DISNEY;ALBUMMORE DETAILS ;May 7, 1996; None;Standard;1 Million ; None
86425;Gold;VARIOUS;MOTHER GOOSE GOES TO THE ZOO VIDEO;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;August 2, 1991; None;Standard;0.05 Million ; None
82730;Gold;VARIOUS;HUNCHBACK OF NOTRE DAME - READ ALONG;August 19, 1996;WALT DISNEY;SINGLEMORE DETAILS ;May 6, 1996; None;Standard;0.5 Million ; None
86426;Gold;VARIOUS;MOTHER GOOSE GOSPEL VIDEO VOL. 2;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;August 1, 1990; None;Standard;0.05 Million ; None
82731;Gold;VARIOUS;HUNCHBACK OF NOTRE DAME - SING ALONG;August 19, 1996;WALT DISNEY;SHORTFORMALBUMMORE DETAILS ;April 26, 1996; None;Standard;0.25 Million ; None
94040;Platinum;VARIOUS;TOY STORY READ-ALONG;August 19, 1996;WALT DISNEY;SINGLEMORE DETAILS ;September 21, 1995; None;Standard;1 Million ; None
90172;Gold;VARIOUS;SMOKY MOUNTAIN CHRISTMAS VIDEO;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;August 2, 1991; None;Standard;0.05 Million ; None
86428;Platinum;VARIOUS;MOTHER GOOSE GOSPEL VIDEO VOL. I;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;August 1, 1989; None;Standard;0.1 Million ; None
89998;Platinum;RAFFI;SINGABLE SONGS FOR THE VERY YOUNG;August 19, 1996;SHORELINE;ALBUMMORE DETAILS ;November 12, 1984;SOLO;Standard;1 Million ; None
94066;Platinum;TRACY CHAPMAN;TRACY CHAPMAN;August 19, 1996;ELEKTRA;ALBUMMORE DETAILS ;March 28, 1988;SOLO;Standard;6 Million ; None
90176;Gold;VARIOUS;SMOKY MOUNTAIN HYMNS, VOL. 1;August 19, 1996;BRENTWOOD MUSIC;ALBUMMORE DETAILS ;January 1, 1989; None;Standard;0.5 Million ; None
82422;Gold;PHISH;HOIST;August 19, 1996;ELEKTRA;ALBUMMORE DETAILS ;March 14, 1994;GROUP;Standard;0.5 Million ; None
84172;Platinum;VARIOUS;KIDS SING PRAISE VOLUME 1;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;July 1, 1987; None;Standard;0.2 Million ; None
84174;Platinum;VARIOUS;KIDS SING PRAISE VOLUME 2;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;July 1, 1989; None;Standard;0.1 Million ; None
84175;Gold;VARIOUS;KIDS SING PRAISE VOLUME 3;August 19, 1996;BRENTWOOD MUSIC;VIDEO LONGFORMMORE DETAILS ;January 1, 1992; None;Standard;0.05 Million ; None
80760;Gold;AEROSMITH;GEMS;August 16, 1996;COLUMBIA;ALBUMMORE DETAILS ;November 8, 1988;GROUP;Standard;0.5 Million ; None
78427;Gold;BUDDY GUY;DAMN RIGHT, I'VE GOT THE BLUES;August 16, 1996;SILVERTONE;ALBUMMORE DETAILS ;August 27, 1991;SOLO;Standard;0.5 Million ; None
84310;Platinum;BILLY JOEL;KOHUEPT;August 16, 1996;COLUMBIA;ALBUMMORE DETAILS ;October 16, 1987;SOLO;Standard;1 Million ; None
79203;Platinum;AEROSMITH;DRAW THE LINE;August 16, 1996;COLUMBIA;ALBUMMORE DETAILS ;January 1, 1977;GROUP;Standard;2 Million ; None
87835;Platinum;AEROSMITH;PANDORA'S BOX;August 16, 1996;COLUMBIA;ALBUMMORE DETAILS ;November 15, 1991;GROUP;Standard;1 Million ; None
95149;Platinum;KIRK FRANKLIN;WHATCHA LOOKIN 4;August 16, 1996;GOSPO CENTRIC / EMI CHRISTIAN;ALBUMMORE DETAILS ;April 18, 1996;SOLO;Standard;1 Million ; None
78761;Platinum;JODECI;DIARY OF A MAD BAND;August 14, 1996;UPTOWN;ALBUMMORE DETAILS ;December 21, 1993;GROUP;Standard;2 Million ; None
79156;Platinum;SOUNDGARDEN;DOWN ON THE UPSIDE;August 14, 1996;A&M;ALBUMMORE DETAILS ;May 21, 1996;GROUP;Standard;1 Million ; None
74055;Platinum;INDIGO GIRLS;1200 CURFEWS;August 14, 1996;EPIC;ALBUMMORE DETAILS ;September 29, 1995;GROUP;Standard;1 Million ; None
74085;Platinum;BRYAN ADAMS;18 TIL I DIE;August 14, 1996;A&M;ALBUMMORE DETAILS ;June 4, 1996;SOLO;Standard;1 Million ; None
91214;Platinum;INDIGO GIRLS;SWAMP OPHELIA;August 14, 1996;EPIC;ALBUMMORE DETAILS ;April 27, 1994;GROUP;Standard;1 Million ; None
86064;Platinum;STING;MERCURY FALLING;August 14, 1996;A&M;ALBUMMORE DETAILS ;March 12, 1996;SOLO;Standard;1 Million ; None
94221;Platinum;SHERYL CROW;TUESDAY NIGHT MUSIC CLUB;August 14, 1996;A&M;ALBUMMORE DETAILS ;August 3, 1993;SOLO;Standard;7 Million ; None
81171;Gold;STATLER BROTHERS;GOSPEL FAVORITES;August 13, 1996;POLYGRAM SPECIAL MARKETS;ALBUMMORE DETAILS ;July 1, 1992;GROUP;Standard;0.5 Million ; None
85339;Platinum;METALLICA;LOAD;August 12, 1996;ELEKTRA;ALBUMMORE DETAILS ;May 20, 1996;GROUP;Standard;5 Million ; None
86373;Gold;NITTY GRITTY DIRT BAND;MORE GREAT DIRT: THE BEST OF VOL.2;August 8, 1996;WARNER BROS.;ALBUMMORE DETAILS ;January 10, 1989;GROUP;Standard;0.5 Million ; None
93601;Platinum;DWIGHT YOAKAM;THIS TIME;August 8, 1996;REPRISE;ALBUMMORE DETAILS ;March 23, 1993;SOLO;Standard;3 Million ; None
87053;Platinum;RANDY TRAVIS;NO HOLDIN' BACK;August 8, 1996;WARNER BROS.;ALBUMMORE DETAILS ;September 26, 1989;SOLO;Standard;2 Million ; None
74106;Diamond;VAN HALEN;1984 (MCMLXXXIV);August 8, 1996;WARNER BROS.;ALBUMMORE DETAILS ;January 4, 1984;GROUP;Standard;10 Million ; None
91303;Platinum;FAITH HILL;TAKE ME AS I AM;August 8, 1996;WARNER BROS.;ALBUMMORE DETAILS ;October 12, 1993;SOLO;Standard;3 Million ; None
84526;Gold;LOST BOYZ;LEGAL DRUG MONEY;August 7, 1996;PALLAS/UNIVERSAL;ALBUMMORE DETAILS ;June 4, 1996;GROUP;Standard;0.5 Million ; None
75924;Platinum;JIMMY BUFFETT;BANANA WIND;August 7, 1996;MCA NASHVILLE  /  MARGARITAVILLE;ALBUMMORE DETAILS ;June 4, 1996;SOLO;Standard;1 Million ; None
76299;Diamond;DOOBIE BROTHERS;BEST OF THE DOOBIES;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;October 29, 1976;GROUP;Standard;10 Million ; None
79467;Diamond;ZZ TOP;ELIMINATOR;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;March 23, 1983;GROUP;Standard;10 Million ; None
83748;Diamond;JAMES TAYLOR;JAMES TAYLOR'S GREATEST HITS;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;October 29, 1976;SOLO;Standard;11 Million ; None
77055;Platinum;DIRE STRAITS;BROTHERS IN ARMS;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;May 13, 1985;GROUP;Standard;9 Million ; None
75218;Platinum;RANDY TRAVIS;ALWAYS & FOREVER;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;May 5, 1987;SOLO;Standard;5 Million ; None
94618;Diamond;VAN HALEN;VAN HALEN;August 7, 1996;WARNER BROS.;ALBUMMORE DETAILS ;February 10, 1978;GROUP;Standard;10 Million ; None
92705;Platinum;ENYA;THE MEMORY OF TREES;August 7, 1996;REPRISE;ALBUMMORE DETAILS ;December 5, 1995;SOLO;Standard;3 Million ; None
82673;Platinum;2 PAC;HOW DO U WANT IT/CALIFORNIA LOVE;August 6, 1996;DEATH ROW/INTERSCOPE;SINGLEMORE DETAILS ;June 4, 1996;SOLO;Standard;2 Million ; None
88092;Diamond;JEWEL;PIECES OF YOU;August 6, 1996;ATLANTIC;ALBUMMORE DETAILS ;February 13, 1995;SOLO;Standard;12 Million ; None
94516;Gold;METALLICA;UNTIL IT SLEEPS;August 6, 1996;ELEKTRA;SINGLEMORE DETAILS ;May 9, 1996;GROUP;Standard;0.5 Million ; None
92785;Platinum;SOUNDTRACK;THE NUTTY PROFESSOR;August 5, 1996;RUSH ASSOCIATED LABELS;ALBUMMORE DETAILS ;June 1, 1996; None;Standard;1 Million ; None
88319;Gold;ANDY GRIFFITH;PRECIOUS MEMORIES;August 2, 1996;SPARROW;ALBUMMORE DETAILS ;October 18, 1995;SOLO;Standard;0.5 Million ; None
81631;Platinum;CARLY SIMON;GREATEST HITS LIVE;August 1, 1996;ARISTA;ALBUMMORE DETAILS ;July 1, 1988;SOLO;Standard;1 Million ; None
93169;Platinum;PATTY LOVELESS;THE TROUBLE WITH THE TRUTH;August 1, 1996;EPIC NASHVILLE;ALBUMMORE DETAILS ;January 12, 1996;SOLO;Standard;1 Million ; None
80617;Platinum;SARAH MC LACHLAN;FUMBLING TOWARDS ECSTASY;August 1, 1996;ARISTA;ALBUMMORE DETAILS ;February 15, 1994;SOLO;Standard;3 Million ; None
78907;Platinum;ANNIE LENNOX;DIVA;August 1, 1996;ARISTA;ALBUMMORE DETAILS ;May 6, 1992;SOLO;Standard;2 Million ; None
80904;Gold;BRUCE SPRINGSTEEN;GHOST OF TOM JOAD;August 1, 1996;COLUMBIA;ALBUMMORE DETAILS ;November 14, 1995;SOLO;Standard;0.5 Million ; None
76739;Gold;JON B.;BONAFIDE;August 1, 1996;550 MUSIC;ALBUMMORE DETAILS ;May 12, 1995;SOLO;Standard;0.5 Million ; None
74117;Platinum;VARIOUS;1996 GRAMMY NOMINEES;August 1, 1996;COLUMBIA;ALBUMMORE DETAILS ;February 9, 1996; None;Standard;1 Million ; None
78605;Gold;DEBORAH COX;DEBORAH COX;August 1, 1996;ARISTA;ALBUMMORE DETAILS ;October 10, 1995;SOLO;Standard;0.5 Million ; None
74841;Diamond;AEROSMITH;AEROSMITH'S GREATEST HITS;August 1, 1996;COLUMBIA;ALBUMMORE DETAILS ;November 11, 1980;GROUP;Standard;11 Million ; None
79834;Platinum;RAGE AGAINST THE MACHINE;EVIL EMPIRE;August 1, 1996;EPIC;ALBUMMORE DETAILS ;April 12, 1996;GROUP;Standard;3 Million ; None
87671;Gold;112;ONLY YOU;July 30, 1996;BAD BOY/ARISTA;SINGLEMORE DETAILS ;May 10, 1996;GROUP;Standard;0.5 Million ; None
76647;Platinum;GEORGE STRAIT;BLUE CLEAR SKY;July 30, 1996;MCA NASHVILLE;ALBUMMORE DETAILS ;April 23, 1996;SOLO;Standard;3 Million ; None
80731;Platinum;GARBAGE;GARBAGE;July 30, 1996;ALMO SOUNDS;ALBUMMORE DETAILS ;August 15, 1995;GROUP;Standard;2 Million ; None
76786;Platinum;BROOKS & DUNN;BORDERLINE;July 30, 1996;ARISTA NASHVILLE;ALBUMMORE DETAILS ;April 16, 1996;DUO;Standard;2 Million ; None
80072;Gold;GEORGE MICHAEL;FAST LOVE;July 30, 1996;DREAMWORKS;SINGLEMORE DETAILS ;April 26, 1996;SOLO;Standard;0.5 Million ; None
88908;Gold;SPACEHOG;RESIDENT ALIEN;July 29, 1996;ELEKTRA;ALBUMMORE DETAILS ;October 9, 1995;GROUP;Standard;0.5 Million ; None
80871;Platinum;TOO SHORT;GETTIN' IT (ALBUM NUMBER TEN);July 26, 1996;JIVE;ALBUMMORE DETAILS ;May 21, 1996;SOLO;Standard;1 Million ; None
76538;Platinum;BLACKHAWK;BLACKHAWK;July 24, 1996;ARISTA;ALBUMMORE DETAILS ;February 1, 1994;GROUP;Standard;2 Million ; None
95645;Platinum;TONY RICH PROJECT;WORDS;July 24, 1996;LAFACE;ALBUMMORE DETAILS ;January 16, 1996;GROUP;Standard;1 Million ; None
92942;Gold;ROB EVANS;THE RESURRECTION CELEBRATION;July 23, 1996;INTEGRITY;VIDEO LONGFORMMORE DETAILS ;February 24, 1994;SOLO;Standard;0.05 Million ; None
77876;Platinum;QUAD CITY DJ'S;C'MON N' RIDE IT (THE TRAIN);July 23, 1996;BIG BEAT;SINGLEMORE DETAILS ;January 25, 1996;GROUP;Standard;1 Million ; None
81032;Gold;RON KENOLY;GOD IS ABLE;July 23, 1996;HOSANNA! MUSIC;VIDEO LONGFORMMORE DETAILS ;January 31, 1994;SOLO;Standard;0.05 Million ; None
77199;Gold;ROB EVANS;CAMP HARMONY;July 23, 1996;INTEGRITY;VIDEO LONGFORMMORE DETAILS ;June 30, 1994;SOLO;Standard;0.05 Million ; None
81292;Gold;BILLY DEAN;GREATEST HITS;July 22, 1996;CAPITOL NASHVILLE;ALBUMMORE DETAILS ;March 12, 1994;SOLO;Standard;0.5 Million ; None
75123;Gold;COOLIO;ALL THE WAY LIVE (NOW);July 19, 1996;TOMMY BOY;SINGLEMORE DETAILS ;May 14, 1996;SOLO;Standard;0.5 Million ; None
82000;Gold;CRUCIAL CONFLICT;HAY;July 18, 1996;PALLAS/UNIVERSAL;SINGLEMORE DETAILS ;April 23, 1996;GROUP;Standard;0.5 Million ; None
91579;Gold;MONICA;THAT'S WHY I LOVE YOU SO MUCH;July 17, 1996;ROWDY/ARISTA;SINGLEMORE DETAILS ;May 17, 1996;SOLO;Standard;0.5 Million ; None
94969;Gold;IMMATURE;WE GOT IT;July 17, 1996;MCA;ALBUMMORE DETAILS ;December 5, 1995;GROUP;Standard;0.5 Million ; None
74399;Platinum;GOO GOO DOLLS;A BOY NAMED GOO;July 17, 1996;METAL BLADE / WARNER BROS.;ALBUMMORE DETAILS ;March 14, 1995;GROUP;Standard;2 Million ; None
95978;Platinum;TONI BRAXTON;YOU'RE MAKIN' ME HIGH;July 17, 1996;LAFACE;SINGLEMORE DETAILS ;May 17, 1996;SOLO;Standard;1 Million ; None
88865;Platinum;JOAN OSBORNE;RELISH;July 16, 1996;BLUE GORILLA / POLYGRAM;ALBUMMORE DETAILS ;March 21, 1995;SOLO;Standard;3 Million ; None
90071;Gold;DEF LEPPARD;SLANG;July 16, 1996;MERCURY;ALBUMMORE DETAILS ;May 14, 1996;GROUP;Standard;0.5 Million ; None
90272;Platinum;BILLY RAY CYRUS;SOME GAVE ALL;July 16, 1996;MERCURY;ALBUMMORE DETAILS ;May 19, 1992;SOLO;Standard;9 Million ; None
86277;Gold;SOUNDTRACK;MISSION IMPOSSIBLE;July 16, 1996;ISLAND;ALBUMMORE DETAILS ;May 14, 1996; None;Standard;0.5 Million ; None
86278;Platinum;ISLEY BROTHERS;MISSION TO PLEASE;July 16, 1996;ISLAND;ALBUMMORE DETAILS ;May 14, 1996;GROUP;Standard;1 Million ; None
76453;Gold;VARIOUS;BILLBOARD TOP HITS 1979;July 16, 1996;RHINO;ALBUMMORE DETAILS ;April 15, 1991; None;Standard;0.5 Million ; None
76457;Gold;VARIOUS;BILLBOARD TOP ROCK 'N ROLL HITS - 1962;July 16, 1996;RHINO;ALBUMMORE DETAILS ;October 25, 1988; None;Standard;0.5 Million ; None
76459;Gold;VARIOUS;BILLBOARD TOP ROCK 'N ROLL HITS - 1969;July 16, 1996;RHINO;ALBUMMORE DETAILS ;January 24, 1989; None;Standard;0.5 Million ; None
77867;Platinum;SOUNDTRACK;CLUELESS;July 15, 1996;CAPITOL;ALBUMMORE DETAILS ;July 4, 1995; None;Standard;1 Million ; None
79332;Platinum;BONE THUGS 'N HARMONY;E. 1999 ETERNAL;July 15, 1996;RELATIVITY;ALBUMMORE DETAILS ;July 21, 1995;SOLO;Standard;4 Million ; None
94295;Gold;SOUNDTRACK;TWISTER - THE DARK SIDE OF NATURE;July 12, 1996;WARNER BROS.;ALBUMMORE DETAILS ;May 7, 1996; None;Standard;0.5 Million ; None
